Word,Clue
HARINGTON,Zodiac sign
HARLEQUIN,Zodiac sign preceding Libra
HARMATTAN,Bug
HARMFULLY,Cause of infection
HARMONICA,Con^ta^gious organism
HARMONIES,De^struc^tive computer bug
HARMONISE,De^struc^tive computer program
HARMONIUM,Micro-organism that can cause disease
HARNESSED,Root cause of a disease
HARNESSES,Trans^mit^ted cause of infection
HARPERLEE,Germ
HARPOONED,Micro-organism
HARPOONER,Sub-micro^scop^ic pathogen
HARRELSON,Entry documents when abroad
HARRIDANS,Travel documents
HARROGATE,Call on
HARROVIAN,Call upon
HARROWING,Go to see
HARRYHILL,Go to see (a person or place)
HARRYHOLE,Pay a call
HARRYKANE,Pay a social call
HARRYLIME,Short stay
HARRYWEBB,Sojourn
HARSHNESS,Be a guest
HARVESTED,Eye protector
HARVESTER,Face guard
HASLEMERE,Face protector
HASTENING,Face shield
HASTINESS,Face shield attached to a helmet
HATCHBACK,Movable helmet part
HATCHLING,Part of a hat covering the face
HATHAYOGA,Part of a helmet
HATSTANDS,Peak of a cap
HAUGHTIER,Pro^tect^ive face shield
HAUGHTILY,Pro^tect^ive shield
HAUTMONDE,Shade against the sun
HAVEABALL,Distant view
HAVEABASH,Narrow field of vision diminishing towards the horizon
HAVEASTAB,"Narrow prospect, view"
HAVEITOUT,Prospect
HAVERSACK,View
HAVEWORDS,View along an avenue
HAVINGAGO,View diminishing towards the horizon
HAVINGFUN,View disappearing towards the horizon
HAWKSMOOR,View narrowing towards the horizon
HAYMAKING,View that narrows to a point on the horizon
HAYSTACKS,Critical
HAZARDOUS,Crucial
HAZELNUTS,Essential
HEADACHES,Full of life
HEADBOARD,Imperative
HEADCOUNT,In^dis^pens^able
HEADDRESS,Most im^port^ant
HEADFIRST,Really ne^ces^sary
HEADHUNTS,Very im^port^ant
HEADINESS,Very ne^ces^sary
HEADLAMPS,Bright
HEADLANDS,Bright and strong
HEADLIGHT,Brightly coloured
HEADLINER,Expressive
HEADLINES,Graphic
HEADPIECE,Starkly graphic
HEADRESTS,Start^ling^ly col^our^ful
HEADSCARF,She-fox
HEADSTAND,Jumper with a triangular head opening
HEADSTART,Style of sweater
HEADSTONE,Articulate
HEALTHIER,Eloquent
HEALTHILY,Forthright
HEARTACHE,"Frank, outspoken"
HEARTBEAT,Noisy
HEARTBURN,Outspoken
HEARTENED,Spoken
HEARTFELT,Sung part of a piece of music
HEARTHRUG,Alcoholic spirit
HEARTIEST,Col^our^less spirit
HEARTLAND,Russia's national drink
HEARTLESS,Russian drink
HEATPROOF,Russian spirit
HEAVINESS,Russians' tipple
HEAVYDUTY,Spirit drink
HECTORING,Strong Russian spirit
HEDGEFUND,Current fashion
HEDGEHOGS,Famous fashion magazine
HEDGEROWS,Fashion
HEDONISTS,Pre^vail^ing fashion
HEEDFULLY,Stylish fashion magazine
HEIDIKLUM,Trend
HEIGHTENS,"Alto or soprano, eg"
HEIRESSES,Commit to words
HEIRLOOMS,Declare
HEISENBUG,Express
HELENHUNT,Give ut^ter^ance to
HELIPILOT,Give words to
HELLEBORE,Means of speech
HELLISHLY,Power of speech
HELPEDOUT,Put into words
HELVELLYN,"Say, utter"
HELVETIAN,Sound of speech
HEMINGWAY,Speech medium
HEMMINGIN,Utter
HEMSWORTH,"Discharges, empties"
HENPECKED,Empties
HENRIETTA,Nullifies
HENRYFORD,Vast empty spaces
HENRYVIII,Gauzy material
HENSNIGHT,Light semi-trans^par^ent fabric
HEPATITIS,"Thin, semi-trans^par^ent fabric"
HEPTAGONS,Blunt-nosed rodents
HEPTARCHY,Mouse-like rodents
HERBALISM,Small rodents
HERBALIST,Long Russian river
HERBALTEA,Russian river
HERBICIDE,Russian river flowing to the Caspian Sea
HERBIVORE,"Upper _, former name of Burkina Faso"
HERCULEAN,Battery units
HEREAFTER,Elec^tric^al units
HERECOMES,SI units of elec^tric^al force
HERETICAL,Make of Swedish car
HERMITAGE,Scan^di^navian car maker
HERRFLICK,Swedish car make
HESITANCY,Swedish car manu^fac^turer
HESITATED,Swedish car manu^fac^tur^ing company
HESITATES,Balloted
HETERODOX,Decided by ballot
HEXAGONAL,Did your demo^crat^ic duty
HEXAMETER,Took part in a ballot
HEYERDAHL,Went to the polls
HEYPRESTO,Elector
HIBERNATE,En^fran^chised person
HIBERNIAN,One of the electorate
HICKSTEAD,Chooses by ballot
HIDEBOUND,Par^tici^pates in an election
HIDEOUSLY,"Assert, declare"
HIDEYHOLE,Certify
HIERARCHY,Give personal support
HIGHALTAR,Guarantee
HIGHBALLS,Testify
HIGHCHAIR,Pledged
HIGHCLASS,Promised
HIGHCLERE,Promised solemnly
HIGHCOURT,Solemnly promised
HIGHFLOWN,Swore
HIGHFLYER,Took an oath
HIGHGROVE,"A, e, i, o, or u"
HIGHHEELS,"E or O, eg"
HIGHHORSE,Not a consonant
HIGHJINKS,"O or A, eg"
HIGHLANDS,Open speech sound
HIGHLEVEL,"U or I, eg"
HIGHLIGHT,Car engine's sound
HIGHSPEED,Sound of a roaring engine
HIGHTABLE,Drive
HIJACKERS,Energy
HIJACKING,Revving sound
HILARIOUS,Competing
HILLBILLY,Contending
HILLINESS,In contention
HILLSTART,Striving
HIMALAYAN,Crazy
HIMALAYAS,Madcap
HINDERING,Zany
HINDRANCE,Paddled knee-high
HINDSIGHT,Moved through water
HIPPOLYTA,Aquatic bird
HIRELINGS,Fish^er^man's boot
HIRINGOUT,Fishing boot
HIROSHIMA,"Heron, for example"
HISTAMINE,High rubber boot
HISTOGRAM,Long-legged bird
HISTORIAN,"Snipe or heron, eg"
HITANDRUN,Goes in knee-deep
HITCHCOCK,Moves in knee-deep water
HITCHHIKE,Moves in water
HITFORSIX,Moves through water
HITORMISS,Biscuit and ice-cream sandwich
HITPARADE,Biscuit eaten with an ice cream
HITTHEHAY,Communion biscuit
HIVINGOFF,Crisp biscuit
HOARFROST,Crisp biscuit for ice cream
HOARINESS,Ice-cream biscuit
HOBGOBLIN,Light thin biscuit
HOBNAILED,Thin biscuit
HOBNOBBED,Thin biscuit for ice cream
HOCHIMINH,Thin biscuit served with ice cream
HOIPOLLOI,Thin crisp biscuit
HOLBYCITY,Breezes
HOLDHANDS,Drifts on the breeze
HOLDWATER,Floats gently
HOLEINONE,Gentle breezes
HOLEPUNCH,Con^tinued (a war)
HOLLANDER,Fought (a war)
HOLLERING,Salaried
HOLLYAIRD,Bet
HOLLYHOCK,Gamble
HOLLYHOLY,Lay a bet
HOLLYOAKS,Stake
HOLLYWOOD,Earnings
HOLMFIRTH,Income
HOLOCAUST,Pay
HOLOGRAMS,Re^mu^ner^ation
HOLOGRAPH,Salary
HOLYBIBLE,Worker's income
HOLYGHOST,Worker's pay
HOLYGRAIL,"<i>Paint Your</i> _, 1969 musical"
HOLYWATER,Cart
HOMEALONE,Cart pulled by horses
HOMEBUYER,Covered horse-drawn vehicle
HOMEGROWN,Cowboy's covered horse-drawn cart
HOMEGUARD,Horse-drawn cart
HOMELAONE,Horse-drawn cart used in the Wild West
HOMEMAKER,Horse-drawn vehicle
HOMEMOVIE,Open railway carriage
HOMEOPATH,Open railway truck
HOMEOWNER,Gamins
HOMESTEAD,Homeless wanderers
HOMETRUTH,Neg^lect^ed children
HOMEWARDS,Orphaned children
HOMICIDAL,Urchins
HOMOPHONE,Cries plain^tive^ly
HONEYBEAR,"Weeps, howls"
HONEYCOMB,Mournful cries
HONEYMOON,"Weeps, cries"
HONEYTRAP,Area between the ribs and the hips
HONKYTONK,Bodily constriction between the ribs and hips
HONORIFIC,Middle of the body
HONOURING,Middle vital statistic?
HOODWINKS,Narrowest part of the torso
HOOKNOSED,Place to wear a belt
HOOLIGANS,Trouser meas^ure^ment
HOOVERDAM,Attends at table
HOOVERDIM,Lingers
HOPEFULLY,Serves at table
HOPPICKER,Dispense with
HOPSCOTCH,Forgo
HORNBILLS,Forsake (the right to)
HORNPIPES,Give up vol^un^tar^ily
HOROLOGER,Relinquish
HOROSCOPE,Arouse
HORRIFIED,"Kindle, rouse"
HORRIFIES,Rouse
HORSEBACK,Stir from sleep
HORSEHAIR,Stir up
HORSEPLAY,Comes out of sleep
HORSERACE,Funeral vigils
HORSESHOE,Gets up
HORSEWHIP,Rouses from sleep
HORSINESS,Foam trails left by ships
HOSPITALS,Cardiff's country
HOSTESSES,"Prince of _, Charles"
HOSTILITY,Swansea's country
HOTELIERS,Goes on foot
HOTHEADED,Journeys on foot
HOTHOUSES,Moves on foot
HOTPOTATO,Rambles
HOTSPRING,Travels on foot
HOTTICKET,Brick bound^ar^ies
HOTTINGUP,Brick par^ti^tions
HOURGLASS,Ice-cream company
HOUSEBOAT,Inept fool
HOUSECALL,"Courtney _, 1990s West Indies bowler"
HOUSECOAT,Ballroom dance
HOUSEHOLD,Ballroom dance in triple time
HOUSEMAID,Dance as^so^ci^ated with Vienna
HOUSEMATE,Graceful dance
HOUSEROOM,Romantic dance
HOUSEWIFE,Viennese dance
HOUSEWINE,Ma^gi^cians' batons
HOUSEWORK,Ma^gi^cians' rods
HOVERPORT,Abated
HOWSAYYOU,Declined in power
HUBRISTIC,Decreased in strength
HUCKABACK,Dwindled
HUDSONBAY,Ebbed
HUEANDCRY,Grew less
HUEYLEWIS,Abates
HUFFINESS,Declines in power
HUGHGRANT,Decreases
HUMANDHAW,Decreases in size
HUMANISTS,Dwindles
HUMANKIND,Ebbs
HUMANRACE,Desires
HUMBLEPIE,Is in need
HUMDINGER,Lacks
HUMECTANT,Needs
HUMILIATE,Wishes for
HUMPTYDOO,Electoral districts
HUMUNGOUS,Electoral divisions
HUNCHBACK,Hospital rooms
HUNDREDTH,Young people in the care of a guardian
HUNGARIAN,Articles of mer^chan^dise
HUNGRIEST,Goods
HUNKYDORY,Goods for sale
HUNNIFORD,Merchandise
HURRICANE,Products
HURRIEDLY,"Stock, goods"
HUSBANDRY,Heats
HUSHINGUP,Heats up
HUSHMONEY,"_ to, begins enjoying"
HUSHPUPPY,Admonishes
HUSKINESS,"Advises, cautions"
HYACINTHS,Alerts
HYDERABAD,Cautions
HYDRANGEA,Cautions against danger
HYDRATION,Tips off
HYDRAULIC,Distorts
HYDROFOIL,Loses shape
HYDROLOGY,Twists
HYGIENIST,Twists out of shape
HYPERBOLA,Hard ex^cres^cences on the skin
HYPERBOLE,Skin ex^cres^cences
HYPHENATE,Skin growths
HYPNOTISE,Verrucas
HYPNOTISM,"_ and all, re^gard^less of any faults"
HYPNOTIST,"_ and all, re^gard^less of blemishes"
HYPOCRISY,Black and yellow insects
HYPOCRITE,Common insects
HYSTERICS,Stinging insects
IANBOTHAM,Dis^card^ed materials
IANHISLOP,Fail to take ad^van^tage of
IANIRVINE,In^dus^trial rubbish
IANKELSEY,Make poor use of
IANMCEWAN,Refuse
IANOGILVY,"Refuse, rubbish"
IANRANKIN,Rubbish
IANTHORPE,Squander
IANWRIGHT,Unwanted material
IBUPROFEN,Use uneco^nom^ic^ally
ICEBUCKET,Worth^less by-product
ICECREAMS,Guard duty
ICEHOCKEY,"Look at, observe"
ICELANDER,Observe
ICELANDIC,Personal time^piece
ICESKATED,Small time^piece
ICESKATER,Stare at
ICESKATES,Timer worn on the wrist
ICLAUDIUS,Adam's ale
ICTERICAL,Clear col^our^less liquid
IDALUPINO,Clear col^our^less liquid for drinking
IDEALHOME,Clear liquid
IDEALISED,Clear taste^less liquid
IDEALISTS,Common chemical compound
IDENTICAL,Commonly occurring liquid
IDENTIKIT,Irrigate
IDEOLOGUE,Liquid from a kitchen tap
IDIOMATIC,Liquid kept in a well or reservoir
IDOLISING,Liquid ne^ces^sary for life
IDRISELBA,Melted ice
IFEELFINE,Most common liquid on Earth
IGNORAMUS,Vital liquid
IGNORANCE,"Charlie _, Rolling Stones drummer"
IGUANODON,Units of power
ILCHESTER,"Evelyn _, English novelist"
ILLATEASE,"Evelyn _, author of <i>Brideshead Revisited</i>"
ILLAWARRA,Flapped
ILLEGALLY,Fluttered
ILLEGIBLE,Fluttered in the breeze
ILLEGIBLY,Greeted with a hand signal
ILLGOTTEN,Swayed
ILLHEALTH,Undulated
ILLHUMOUR,Be indecisive
ILLIBERAL,Falter
ILLICITLY,Hesitate
ILLNESSES,Show hesi^ta^tion
ILLOGICAL,Show indecision
ILLTREATS,Sway
ILOVELUCY,Vacillate
IMAGINARY,Breakers
IMAGINING,Gesticulates
IMBALANCE,Move^ments of greeting
IMBECILES,Rollers
IMBECILIC,Undulates
IMBROGLIO,Un^du^la^tions of the sea
IMBRUGLIA,Water ripples on the sea
IMITATING,Applied polish to
IMITATION,"Polished (furniture, eg)"
IMITATIVE,Anaemic-looking
IMITATORS,Ashen
IMMEDIACY,Pallid
IMMEDIATE,Applies polish to
IMMENSELY,"Grows, becomes fuller"
IMMENSITY,"John _, <i>True Grit</i> actor"
IMMERSING,"John _, film cowboy"
IMMERSION,"Area of SE England, lying between the North and South Downs"
IMMIGRANT,Open wooded country
IMMINENCE,Raised marks caused by blows
IMMINGHAM,Streaks caused by whipping
IMMODESTY,Whip-marks
IMMOLATES,Accustoms to solid food
IMMOVABLE,Puts (a baby) on to more solid food
IMMUNISED,Scottish name for 'children'
IMMUNISES,Erodes
IMMUTABLE,Is dressed in
IMMUTABLY,Exhausted
IMPAIRING,Jaded
IMPARTIAL,Tired
IMPARTING,Worn out
IMPASSIVE,Interlace
IMPATIENS,Intertwine
IMPATIENT,Make cloth
IMPEACHED,Make fabric
IMPEACHES,Use a loom
IMPELLING,Wind in and out
IMPENDING,Work on a loom
IMPERFECT,"Carl _, German composer"
IMPERIOUS,Composer of <i>Der Freischtz</i>
IMPETUOUS,Become jammed
IMPINGING,Chock
IMPLANTED,Lofted golf club
IMPLEMENT,Object thinner at one end
IMPLICATE,Shape thinner at one end
IMPLODING,Tapered block of wood
IMPLORING,Tapering doorstop
IMPLOSION,Tapering piece of wood
IMPOLITIC,Thick slice
IMPORTANT,Golf club
IMPORTERS,V-shaped block driven between objects
IMPORTING,Plants unwanted by most people
IMPORTUNE,Unde^sir^able plants
IMPOSTORS,Unplanned plants
IMPOTENCE,Unwanted plants
IMPOUNDED,Uses a hoe
IMPRECISE,Victorian widows' clothing
IMPRESSED,"Lank, ungainly"
IMPRESSES,"Lanky, thin"
IMPRISONS,Overgrown with wild flowers
IMPROBITY,Puny
IMPROMPTU,Periods of seven days
IMPROVEON,Periods of time
IMPROVERS,Seven-day periods
IMPROVING,Tiny
IMPROVISE,Very small
IMPRUDENT,Blubbers
IMPUDENCE,Cries
IMPULSIVE,Cries hard
IMRANKHAN,Sheds tears
IMYOURMAN,Sobs
INABADWAY,Wails
INABIGWAY,Whimpers
INABILITY,Blubbering
INACORNER,Crying
INADVANCE,Easily moved
INAMORATA,Emotional
INANIMATE,Liable to cry
INANYCASE,Liable to sob
INAPICKLE,Sobbing
INARREARS,Tearful
INATEMPER,Ascertain the heaviness of
INAUDIBLE,Use scales
INAUGURAL,De^ter^mine the heaviness of
INAVACUUM,Measure the heaviness of
INCAPABLE,Put on the scales
INCARNATE,Bizarre
INCAUTION,Mysterious
INCENSING,Odd
INCENTIVE,"Odd, strange"
INCEPTION,Peculiar
INCESSANT,Strange
INCIDENCE,Uncanny
INCIPIENT,Unearthly
INCISIONS,Dams
INCLEMENT,River dams
INCLINING,Small dams
INCLUDING,Ways of con^trol^ling water levels
INCLUSION,"Raquel _, actress"
INCLUSIVE,Brazes
INCOGNITO,Fuses metals
INCOMETAX,Joins by fusing
INCOMMODE,Joins metals
INCONCERT,Cathedral city in Somerset
INCONTROL,"HG _, author of <i>The War of the Worlds</i>"
INCORRECT,"HG _, <i>The Time Machine</i> author"
INCREASED,"HG _, author"
INCREASES,Mineral springs
INCREMENT,Somerset city
INCUBATED,Sources of water
INCUBATES,Rubber boot
INCUBATOR,Water^proof boot
INCULCATE,Tom Jones' na^tion^al^ity
INCUMBENT,Archaic term for girl
INCURIOUS,Maidservant
INCURRING,Peasant girl
INCURSION,<i>Peter Pan</i> char^ac^ter
INDECENCY,Char^ac^ter in <i>Peter Pan</i>
INDECORUM,Girl from <i>Peter Pan</i>
INDEFAULT,"_ house, play-home for children"
INDELIBLE,"_ house, toddlers' play-home"
INDELIBLY,River of NW Germany
INDEMNIFY,River of north-west Germany
INDEMNITY,Hit smartly
INDENTING,Sharp blow
INDENTURE,Strike hard
INDIANINK,Strike with a cane
INDICATED,Thump
INDICATES,"Blue _, world's largest animal"
INDICATOR,Giant sea mammal
INDICTING,Large sea animal
INDIGENCE,Large sea mammal
INDIGNANT,Mammal of which blue and killer are varieties
INDIGNITY,Marine mammal
INDOCHINA,Sea mammal
INDOLENCE,"Canary _, Docklands region"
INDONESIA,"Canary _, redeveloped area of London"
INDUCTION,Dock
INDULGENT,Docking area
INDULGING,Docking platform
INEARNEST,Jetty
INEBRIATE,Landing stage
INEBRIETY,Pier
INEFFABLE,Quay
INELASTIC,Unloading place for ships
INELEGANT,Agri^cul^tural crop
INEPTNESS,Bread cereal
INERTNESS,Cereal crop
INESSENCE,Cereal grain
INESSENSE,Cereal grass
INFANTILE,Flour grain
INFASHION,Grain providing flour
INFECTING,Grain used to make bread
INFECTION,"Big _, fair^ground ride"
INFERENCE,Castor
INFERIORS,"Catherine _, firework"
INFERRING,Circular frame on an axle
INFERTILE,Circular rolling device
INFESTING,"Ferris _, fair^ground ride"
INFIRMARY,Steering device
INFIRMITY,Tyre-covered part of a bicycle
INFLATING,Tyre-covered part of a car
INFLATION,Edible marine gastropod
INFLICTED,Edible sea snail
INFLUENCE,Edible shellfish
INFLUENZA,Marine snail
INFORMANT,Mollusc
INFORMERS,Popular name for a number of marine gastropods
INFORMING,Shellfish
INFRINGED,Dog's off^spring
INFRINGES,Produce a litter
INFURIATE,Pup
INGENERAL,Puppy
INGENIOUS,Young dog
INGENUITY,Young off^spring of a dog
INGENUOUS,At what place?
INGESTING,At which place?
INGESTION,To what place?
INGLENOOK,"_ <i>Eagles Dare</i>, 1969 film"
INGLEWOOD,"_ <i>Eagles Dare</i>, Maclean novel"
INGRAINED,"_ <i>Eagles Dare</i>, Richard Burton action movie"
INGROWING,"_ <i>Eagles Dare</i>, film"
INHABITED,Height^ens (the interest)
INHARNESS,Hones
INHERITED,Makes keen
INHERITOR,Sharpens
INHIBITED,Stimu^lates (the appetite)
INHIBITOR,"<i>In _ We Serve</i>, 1942 film"
INISHMORE,Consumer advice magazine
INITIALLY,Odour
INITIATED,Un^pleas^ant smell
INITIATES,Waft of odour
INITIATOR,19th-century Liberals
INJECTING,Early Liberals
INJECTION,Although
INJECTORS,As long as
INJIGTIME,During the time that
INJURIOUS,"_ away, pass the time"
INJUSTICE,Short or long time
INKBOTTLE,Whereas
INLANDSEA,Caprices
INNERCITY,Fancies
INNERMOST,Impulses
INNERTUBE,Sudden notions
INNKEEPER,Sudden urges
INNOCENCE,"Complain, moan"
INNOCENTS,Dog's pitiful cry
INNOCUOUS,Grumble
INNOVATED,Petulant moan
INNOVATES,Snivel
INNOVATOR,Feeble petulant moan
INNSBRUCK,Flogs
INOCULATE,Par^lia^men^tary ushers
INORGANIC,Lashes
INPASSING,"Three-line _, MPs' orders to vote in Parliament"
INPATIENT,Riding crops
INPRIVATE,"Be in a _, feel dizzy"
INPROFILE,Gyrate
INQUORATE,Pirouette
INSCRIBED,"Give it a _, try some^thing"
INSCRIBER,Revolve rapidly
INSCRIBES,Spin
INSEATTLE,Spin rapidly
INSERTING,Turn around quickly
INSERTION,Buzzing sound
INSERVICE,Humming noise
INSIDEJOB,Spinning sound
INSIDELEG,Audible vibration
INSIDEOUT,Beat (eggs)
INSIDIOUS,"Beat, whip"
INSINCERE,Egg beater
INSINUATE,Kitchen gadget
INSIPIDLY,Kitchen utensil
INSISTENT,Mix rapidly
INSISTING,Card game
INSOFARAS,Common card game
INSOLENCE,Popular card game
INSOLUBLE,Thirteen-trick card game
INSOLVENT,"Barry _, 1970s US singer"
INSOMNIAC,Colour of snow
INSPECTED,"Jimmy _, snooker player"
INSPECTOR,Lightest of colours
INSPIRING,"Mrs _, Cluedo cook"
INSPITEOF,"Snow _, Disney char^ac^ter"
INSTAGRAM,Colour of the Yorkist rose
INSTALLED,"_ past, flash by"
INSTANCES,Make a hissing sound
INSTANTLY,Move rapidly
INSTEADOF,Rush (past)
INSTIGATE,Complete
INSTILLED,Complete and entire thing
INSTINCTS,Entire
INSTITUTE,Entirety
INSTRUCTS,In one piece
INSULATED,Eager cry
INSULATES,En^thu^si^astic yell
INSULATOR,Loud eager cry
INSULTING,Shout of joy
INSURANCE,"<i>'Tis Pity She's a</i> _, play by John Ford"
INSURGENT,Corkscrew pattern
INSWINGER,Fingerprint with ridges in a circle
INTATTERS,Coil
INTEGRATE,Spiral
INTEGRITY,Swirl
INTELLECT,Candle-threads
INTENDING,Twisted threads of cotton in a candle
INTENSELY,Become broader
INTENSIFY,Broaden
INTENSITY,Dilate
INTENSIVE,Enlarge
INTENTION,Expand
INTERACTS,Extend
INTERALIA,Make broader
INTERBRED,Broader
INTERCEDE,More dis^tend^ed
INTERCEPT,More extensive
INTERCITY,Bereaved wife
INTERESTS,Bereaved woman
INTERFACE,"Black _, spider"
INTERFERE,"Black _, venomous spider"
INTERIORS,Breadth
INTERJECT,Distance across
INTERLACE,Distance across a swimming pool
INTERLINK,Meas^ure^ment across
INTERLOCK,Brandish
INTERLOPE,Com^pe^tent^ly handle (a weapon)
INTERLUDE,Exert (in^flu^ence)
INTERMENT,Exert (power)
INTERNEES,"Handle, brandish"
INTERNING,Use with skill (a weapon or instrument)
INTERPLAY,"<i>The Road to _ Pier</i>, George Orwell book"
INTERPOSE,Lan^ca^shire town with a famous 'pier'
INTERPRET,Town seventeen miles NE of Liverpool
INTERRING,English Channel sea area
INTERRUPT,"Isle of _, southern English county"
INTERSECT,"Isle of _, county of England"
INTERVALS,Isle off Hamp^shire
INTERVENE,Isle off southern England
INTERVIEW,Sandown's isle
INTESTATE,Shank^lin's isle
INTESTINE,Ventnor's isle
INTHEBUFF,"Irish dramatist, author of <i>Lady Windermere's Fan</i>"
INTHECLUB,Artifices
INTHEDARK,Ruses
INTHEDOCK,Bequeaths
INTHEKNOW,Ordains
INTHELEAD,Last testaments
INTHELOOP,Fred Flint^stone's wife
INTHEMAIN,Mrs Flint^stone?
INTHEMOOD,"_ Flint^stone, Fred's wife"
INTHENAVY,Droops
INTHEPAST,Loses energy
INTHEPINK,Sags
INTHERAIN,In^ef^fec^tual people
INTHESOUP,Spineless in^di^vid^uals
INTHESWIM,Contort the face in pain
INTHEWARS,Cringe
INTIMATES,Cringe with pain
INTOORBIT,Draw back in pain
INTRANSIT,Ex^pres^sion of pain
INTRICACY,Flinch
INTRICATE,Grimace
INTRIGUED,Grimace with pain
INTRIGUES,Shrink or start back
INTRINSIC,Hoist
INTRODUCE,Hoisting device
INTROUBLE,Hoisting machine
INTROVERT,Lift up by rope
INTRUDERS,Lifting device
INTRUDING,Air currents
INTRUSION,Coils (a spring)
INTRUSIVE,Meanders
INTUITION,Twists
INTUITIVE,Blowy
INUNDATED,Blustery
INUNDATES,Breezy
INVECTIVE,Gusty
INVEIGLED,"Clarets, hocks etc"
INVEIGLER,Drinks made from grapes
INVEIGLES,"_ and dines, en^ter^tains"
INVENTING,Aeroplane parts
INVENTION,Flight organs
INVENTIVE,Limbs of flight
INVENTORS,Paul Mc^Cartney's 1970s group
INVENTORY,1970s pop group formed by Paul McCartney
INVERDALE,Sides of a stage
INVERNESS,Bats an eyelid
INVERSELY,Closes one eye
INVERSION,Flashes on and off
INVERTING,"Forty _, brief nap"
INVESTING,Mopped
INVESTORS,Rubbed a cloth over
INVIDIOUS,Automated arm for cleaning a car windscreen
INVIOLATE,Wind^screen cleaner
INVISIBLE,Wind^screen's cleaner
INVOICING,Cleaning cloths
INVOLVING,Cleans with a cloth
INWRITING,Throwaway cleaning cloths
IONIANSEA,"Connected for sound, perhaps"
IPSOFACTO,Sent a telegram
IRASCIBLE,"_ up, elec^tric^ally connected"
IRASCIBLY,Cables
IRIDOLOGY,Cables for carrying elec^tri^city
IRISHMIST,Metal threads
IRISHMOSS,Thin metal cables
IRISHSTEW,More ex^peri^enced
IRONCROSS,More informed
IRONEDOUT,More in^tel^li^gent
IRONHORSE,More know^ledge^able
IRONOXIDE,More learned
IRONSIDES,More prudent
IRONSMITH,More sensible
IRONWORKS,Shrewder
IRRADIATE,Curls (of smoke)
IRRAWADDY,Small bunches (of hair or straw)
IRREGULAR,Stray hairs
IRRIGATED,Tufts
IRRIGATES,"Delicate, fine"
IRRITABLE,"Di^aph^an^ous, in^sub^stan^tial"
IRRITATED,"Feathery, light"
IRRITATES,Resembling fine hair
ISINGLASS,Thin (hair)
ISITLEGAL,Broom^stick rider
ISLAMABAD,Female wizard
ISLANDERS,Sorceress
ISLEOFMAN,Woman who casts spells
ISLINGTON,Woman who practises magic
ISOLATING,Amusing
ISOLATION,Droll
ISOMETRIC,Funny
ISOSCELES,Humorous
ISOTHERMS,"<i>Good</i> _, sequel to <i>Little Women</i>"
ISRAELITE,"<i>The Merry _ of Windsor</i>, Shakespeare comedy"
ITALICISE,"<i>The Stepford</i> _, film"
ITCHINESS,Married women
ITEMISING,Spouses
ITERATING,Anglo-Saxon god after whom Wednesday was named
ITERATION,Chief Teutonic god
ITINERANT,Supreme god of German folklore
ITINERARY,"_ up, made alert"
ITINERATE,Roused
ITSASHAME,Roused from sleep
ITSYBITSY,Open tracts of country
IVANLENDL,Stretches of open country
IVENOIDEA,Upland country
IVYLEAGUE,"<i>A _ of Substance</i>, novel by Barbara Taylor Bradford"
JABBERING,"<i>Pretty</i> _, 1990 film"
JACARANDA,"<i>Pretty</i> _, Julia Roberts film"
JACKANORY,"<i>The _ in Black</i>, novel by Susan Hill"
JACKBAUER,Adult female
JACKBENNY,Adult female person
JACKBLACK,Female
JACKBOOTS,Female person
JACKFROST,Grown-up female person
JACKFRUIT,Lady
JACKKNIFE,"<i>Little</i> _, book by Louisa M Alcott"
JACKMAGGS,"_ <i>in Love</i>, novel by DH Lawrence"
JACKSPRAT,Ladies
JACNAYLOR,"<i>Willy _ and the Chocolate Factory</i>, 1971 film"
JACOBITES,Crooked
JADEGREEN,Awry
JAFFACAKE,Shaky
JAILBREAK,Areas of trees
JAILHOUSE,Bowling balls
JAMBALAYA,Copses
JAMBOREES,Golf clubs
JAMESBOND,Small forests
JAMESCOOK,Spinneys
JAMESDEAN,"Tiger _, US golfer"
JAMESWATT,Timbers
JAMIEBELL,Types of golf club
JAMIEFOXX,<i>Toy Story</i> cowboy
JAMPACKED,"_ Har^rel^son, US actor"
JANEASHER,"_ Woodpecker, cartoon character"
JANEFONDA,Courted
JAREDLETO,Pursued amorously
JARLSBERG,Sought the hand of
JAUNDICED,Barks
JAYWALKED,Dogs' barks
JAYWALKER,"<i>Who's Afraid of Virginia _?</i>, 1966 film"
JEALOUSLY,"Virginia _, English author of <i>Orlando</i>"
JEANBAKER,"Virginia _, author of <i>To the Lighthouse</i>"
JEANGENET,"Virginia _, novelist"
JEANMARSH,Dazed
JEANPAGET,Fuddled
JEFFERSON,Fuddled with drink
JELLYBABY,"Stunned, confused"
JELLYBEAN,Con^ver^sa^tions
JELLYFISH,Language com^pon^ents
JERKINESS,Lyrics
JEROBOAMS,Sentence com^pon^ents
JERRYCANS,Garrulous
JERRYHALL,Long-winded
JERSEYCOW,Loquacious
JERUSALEM,Verbose
JERVISBAY,Compositions
JESTINGLY,Factory
JETENGINE,Functions
JETLAGGED,Inner mech^an^isms
JETPLANES,Literary or artistic output
JETSETTER,Places of light industry
JETSKIING,Earth
JETSTREAM,Planet
JETTISONS,The Earth
JEWELLERS,Creatures that live in soil
JEWELLERY,Insect larvae
JGBALLARD,Maggots
JIMCARREY,Wriggly creatures
JIMMYCARR,Anxiety
